Vowel Ending,Number / ਵਚਨ,Grammar / ਵਯਾਕਰਣ,Gender / ਲਿੰਗ,Word Root,Type,Evaluation,Reference Verse,Darpan Translation,Darpan Meaning,ChatGPT Commentry,Word Index,Row State
ਹੋਰਨਿ,Singular / ਇਕ,Ablative ਅਪਾਦਾਨ,Trans / ਨਪੁਂਸਕ,Indefinite / ਅਨਿਸਚੇ ਵਾਚਕ,Pronoun / ਪੜਨਾਂਵ,Predefined,,,,,,
ਹੋਰਨਿ,Plural / ਬਹੁ,Ablative ਅਪਾਦਾਨ,Trans / ਨਪੁਂਸਕ,Indefinite / ਅਨਿਸਚੇ ਵਾਚਕ,Pronoun / ਪੜਨਾਂਵ,Predefined,,,,,,
ਹੋਰਾ,Singular / ਇਕ,Indefinite / ਅਨਿਸਚੇ ਵਾਚਕ,Feminine / ਇਸਤਰੀ,,Adjectives / ਵਿਸ਼ੇਸ਼ਣ,Predefined,,,,,,
ਹੋਰਿ,Plural / ਬਹੁ,Nominative ਕਰਤਾ,Masculine / ਪੁਲਿੰਗ,Indefinite / ਅਨਿਸਚੇ ਵਾਚਕ,Pronoun / ਪੜਨਾਂਵ,Predefined,,,,,,
ਹੋਰਿ,Plural / ਬਹੁ,Indefinite / ਅਨਿਸਚੇ ਵਾਚਕ,Masculine / ਪੁਲਿੰਗ,,Adjectives / ਵਿਸ਼ੇਸ਼ਣ,Predefined,,,,,,
ਹੋਰਿ,Plural / ਬਹੁ,Indefinite / ਅਨਿਸਚੇ ਵਾਚਕ,Feminine / ਇਸਤਰੀ,,Adjectives / ਵਿਸ਼ੇਸ਼ਣ,Predefined,,,,,,
ਹੋਰਿਂਓ,Singular / ਇਕ,Ablative ਅਪਾਦਾਨ,Trans / ਨਪੁਂਸਕ,Indefinite / ਅਨਿਸਚੇ ਵਾਚਕ,Pronoun / ਪੜਨਾਂਵ,Predefined,,,,,,
ਹੋਰੁ,Singular / ਇਕ,Accusative ਕਰਮ,Masculine / ਪੁਲਿੰਗ,Indefinite / ਅਨਿਸਚੇ ਵਾਚਕ,Pronoun / ਪੜਨਾਂਵ,Predefined,,,,,,
ਹੋਰੁ,Singular / ਇਕ,Indefinite / ਅਨਿਸਚੇ ਵਾਚਕ,Masculine / ਪੁਲਿੰਗ,,Adjectives / ਵਿਸ਼ੇਸ਼ਣ,Predefined,,,,,,
ਹੋਰੁ,Singular / ਇਕ,Nominative ਕਰਤਾ,Masculine / ਪੁਲਿੰਗ,Indefinite / ਅਨਿਸਚੇ ਵਾਚਕ,Pronoun / ਪੜਨਾਂਵ,Predefined,,,,,,
ਹੋਰੋ,Singular / ਇਕ,Indefinite / ਅਨਿਸਚੇ ਵਾਚਕ,Masculine / ਪੁਲਿੰਗ,,Adjectives / ਵਿਸ਼ੇਸ਼ਣ,Predefined,,,,,,
ਹੋਵਈ,Singular / ਇਕ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਹੋਵਹਿ,Singular / ਇਕ,Future ਭਵਿੱਖਤ,Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਹੋਵਹੋ,Plural / ਬਹੁ,Future ਭਵਿੱਖਤ (Imperative ਆਗਿਆ ਬੋਧਕ),Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਹੋਵਗਿ,Singular / ਇਕ,Future ਭਵਿੱਖਤ,Feminine / ਇਸਤਰੀ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਹੋਵਨੀ,Plural / ਬਹੁ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕ,,ਵਿਸ਼ੇਸ਼ਣ / Adjective,,,Noun / ਨਾਂਵ,Predefined,,,,,,
ਕਉ,,"To, Of, For, From",,,Postposition / ਸੰਬੰਧਕ,Predefined,,,,,,
ਕਉਣੁ,Singular / ਇਕ,Nominative ਕਰਤਾ,Masculine / ਪੁਲਿੰਗ,Indefinite / ਅਨਿਸਚੇ ਵਾਚਕ,Pronoun / ਪੜਨਾਂਵ,Predefined,,,,,,
ਕਉਣੁ,Singular / ਇਕ,Nominative ਕਰਤਾ,Masculine / ਪੁਲਿੰਗ,Interogative / ਪ੍ਰਸ਼ਨ ਵਾਚਕ,Pronoun / ਪੜਨਾਂਵ,Predefined,,,,,,
ਕਉਣੁ,Singular / ਇਕ,Interogative / ਪ੍ਰਸ਼ਨ ਵਾਚਕ,Masculine / ਪੁਲਿੰਗ,3rd Person / ਅਨਯ ਪੁਰਖ,Adjectives / ਵਿਸ਼ੇਸ਼ਣ,Predefined,,,,,,
ਕਉਨ,Singular / ਇਕ,Nominative ਕਰਤਾ,Feminine / ਇਸਤਰੀ,Interogative / ਪ੍ਰਸ਼ਨ ਵਾਚਕ,Pronoun / ਪੜਨਾਂਵ,Predefined,,,,,,
ਕਉਨੁ,Singular / ਇਕ,Nominative ਕਰਤਾ,Masculine / ਪੁਲਿੰਗ,Indefinite / ਅਨਿਸਚੇ ਵਾਚਕ,Pronoun / ਪੜਨਾਂਵ,Predefined,,,,,,
ਕਉੜਤਣੁ,,ਭਾਵ ਵਾਚਕ / Abstract,,,Noun / ਨਾਂਵ,Predefined,,,,,,
ਕਈ,Plural / ਬਹੁ,Indefinite / ਅਨਿਸਚੇ ਵਾਚਕ,Masculine / ਪੁਲਿੰਗ,,Adjectives / ਵਿਸ਼ੇਸ਼ਣ,Predefined,,,,,,
ਕਸਨਿ,Singular / ਇਕ,ਤਤਸਮ ਸ਼ਬਦ,Feminine / ਇਸਤਰੀ,ਸਿਹਾਰੀ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਕਸਿ,Singular / ਇਕ,ਤਤਸਮ ਸ਼ਬਦ,Feminine / ਇਸਤਰੀ,ਸਿਹਾਰੀ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਕਹ,Singular / ਇਕ,Nominative ਕਰਤਾ,Masculine / ਪੁਲਿੰਗ,Indefinite / ਅਨਿਸਚੇ ਵਾਚਕ,Pronoun / ਪੜਨਾਂਵ,Predefined,,,,,,
ਕਹ,,Place / ਥਾਂ ਵਾਚਕ,,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਕਹ,,Place / ਥਾਂ ਵਾਚਕ,,ਮੁਕਤਾ Ending,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਕਹ ਕਹ,,Place / ਥਾਂ ਵਾਚਕ ਵੀਪਸਾ (Over & Over),,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਕਹ ਲਉ,,Time / ਸਮਾ ਵਾਚਕ (Compound form),,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਕਹਉ,Singular / ਇਕ,Future ਭਵਿੱਖਤ (Imperative ਆਗਿਆ ਬੋਧਕ),Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਹਸਨਿ,Plural / ਬਹੁ,Future ਭਵਿੱਖਤ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਹਣਿ,Plural / ਬਹੁ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਹਤੇ,Plural / ਬਹੁ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਹਨਿ,Plural / ਬਹੁ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਹਾ,Singular / ਇਕ,Nominative ਕਰਤਾ,Masculine / ਪੁਲਿੰਗ,Indefinite / ਅਨਿਸਚੇ ਵਾਚਕ,Pronoun / ਪੜਨਾਂਵ,Predefined,,,,,,
ਕਹਾ,Singular / ਇਕ,Accusative ਕਰਮ,Masculine / ਪੁਲਿੰਗ,Indefinite / ਅਨਿਸਚੇ ਵਾਚਕ,Pronoun / ਪੜਨਾਂਵ,Predefined,,,,,,
ਕਹਾ,Singular / ਇਕ,Accusative ਕਰਮ,Masculine / ਪੁਲਿੰਗ,Interogative / ਪ੍ਰਸ਼ਨ ਵਾਚਕ,Pronoun / ਪੜਨਾਂਵ,Predefined,,,,,,
ਕਹਾ,,Place / ਥਾਂ ਵਾਚਕ,,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਕਹਾ ਲਉ,,Time / ਸਮਾ ਵਾਚਕ (Compound form),,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਕਹਾਣੀਆ,Plural / ਬਹੁ,Accusative ਕਰਮ,Feminine / ਇਸਤਰੀ,ਬਿਹਾਰੀ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਕਹਿਅਤ,Plural / ਬਹੁ,Present ਵਰਤਮਾਨ (Participle form),Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਹਿਅਤ,Plural / ਬਹੁ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਹਿਬੇ,,Participle ਕਿਰਦੰਤ,Trans / ਨਪੁਂਸਕ,Abstract ਭਾਵ ਵਾਚਕ (Infinitive),Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਹਿਬੋ,Plural / ਬਹੁ,Future ਭਵਿੱਖਤ,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਹਿਬੋ,Singular / ਇਕ,Future ਭਵਿੱਖਤ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਹੀ,Singular / ਇਕ,Dative ਸੰਪ੍ਦਾਨ,Masculine / ਪੁਲਿੰਗ,Indefinite / ਅਨਿਸਚੇ ਵਾਚਕ,Pronoun / ਪੜਨਾਂਵ,Predefined,,,,,,
ਕਹੀ ਨ ਜਾਇ,Singular / ਇਕ,Passive ਕਰਮਣੀ PAST,Feminine / ਇਸਤਰੀ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਹੀਅਉ,Singular / ਇਕ,Passive ਕਰਮਣੀ PRESENT,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਹੀਅਹਿ,Plural / ਬਹੁ,Passive ਕਰਮਣੀ PRESENT,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਹੀਅਤ,Singular / ਇਕ,Passive ਕਰਮਣੀ PRESENT,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਹੀਅਤ,Plural / ਬਹੁ,Passive ਕਰਮਣੀ PRESENT,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਹੀਅਤ,Plural / ਬਹੁ,Passive ਕਰਮਣੀ PRESENT,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਹੀਅਤ ਹੈ,Singular / ਇਕ,Passive ਕਰਮਣੀ PRESENT,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਹੀਅਤ ਹੌ,Plural / ਬਹੁ,Passive ਕਰਮਣੀ PRESENT,Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਹੀਅਤੁ ਹੀ,Singular / ਇਕ,Passive ਕਰਮਣੀ PRESENT,Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਹੀਅਤੁ ਹੈਂ,Singular / ਇਕ,Passive ਕਰਮਣੀ PRESENT,Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਹੀਅਨਿ,Plural / ਬਹੁ,Passive ਕਰਮਣੀ PRESENT,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਹੁ,,"To, Of, For, From",,,Postposition / ਸੰਬੰਧਕ,Predefined,,,,,,
ਕਹੁ,Singular / ਇਕ,Future ਭਵਿੱਖਤ (Imperative ਆਗਿਆ ਬੋਧਕ),Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਹੁ,Singular / ਇਕ,Future ਭਵਿੱਖਤ (Imperative ਆਗਿਆ ਬੋਧਕ),Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਹੇ ਕਰ ਜਾਵਹਿ,,Compound ਸੰਜੁਗਤ,Trans / ਨਪੁਂਸਕ,Present ਵਰਤਮਾਨ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਹੇਇ,Singular / ਇਕ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਹੇਸਿ,Singular / ਇਕ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਹੇਹ,Plural / ਬਹੁ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਹੇਤਿ,Plural / ਬਹੁ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਹੇਮਿ,Singular / ਇਕ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਹੇਮੋ,Plural / ਬਹੁ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਚ ਨਿਕਚ,Singular / ਇਕ,Qualitative ਗੁਣ (Superlative Degree),,ਬਿਹਾਰੀ Ending,Adjectives / ਵਿਸ਼ੇਸ਼ਣ,Predefined,,,,,,
ਕਛੁ,Singular / ਇਕ,Nominative ਕਰਤਾ,Masculine / ਪੁਲਿੰਗ,Indefinite / ਅਨਿਸਚੇ ਵਾਚਕ,Pronoun / ਪੜਨਾਂਵ,Predefined,,,,,,
ਕਛੁ,Singular / ਇਕ,Future ਭਵਿੱਖਤ (Imperative ਆਗਿਆ ਬੋਧਕ),Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਛੁਆ,Singular / ਇਕ,Accusative ਕਰਮ,Masculine / ਪੁਲਿੰਗ,Indefinite / ਅਨਿਸਚੇ ਵਾਚਕ,Pronoun / ਪੜਨਾਂਵ,Predefined,,,,,,
ਕਛੂ,,Time / ਸਮਾ ਵਾਚਕ,,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਕਛੋਤਿ,Singular / ਇਕ,ਤਤਸਮ ਸ਼ਬਦ,Feminine / ਇਸਤਰੀ,ਸਿਹਾਰੀ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਕਟਿ,Singular / ਇਕ,Future ਭਵਿੱਖਤ (Imperative ਆਗਿਆ ਬੋਧਕ),Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਟਿ,,Participle ਕਿਰਦੰਤ,Trans / ਨਪੁਂਸਕ,Perfect ਪੁਰਬ-ਪੁਰਨ (Root),Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਟਿਆ,Singular / ਇਕ,Passive ਕਰਮਣੀ PAST,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਟੀਆ,Singular / ਇਕ,Passive Future Contingent ਸੰਭਾਵੀ ਭਵਿਖਤ ਕਾਲ,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਟੀਆ,Singular / ਇਕ,Subjunctive ਸੰਭਾਵਨਾ ਬੋਧਕ,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕੰਠਿ,Singular / ਇਕ,ਤਤਸਮ ਸ਼ਬਦ,Feminine / ਇਸਤਰੀ,ਸਿਹਾਰੀ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਕੰਠੇ,Singular / ਇਕ,Locative ਅਧਿਕਰਣ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਕਡੂ,,Time / ਸਮਾ ਵਾਚਕ,,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਕਢੁ,Singular / ਇਕ,Future ਭਵਿੱਖਤ (Imperative ਆਗਿਆ ਬੋਧਕ),Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਤ,,Place / ਥਾਂ ਵਾਚਕ,,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਕਤਹਿ,,Place / ਥਾਂ ਵਾਚਕ,,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਕੰਤਿ,Singular / ਇਕ,Nominative ਕਰਤਾ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਕਤੁ,Singular / ਇਕ,Nominative ਕਰਤਾ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਕਥਨਾ,,Participle ਕਿਰਦੰਤ,Trans / ਨਪੁਂਸਕ,Abstract ਭਾਵ ਵਾਚਕ (Infinitive),Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਥਿ,,Participle ਕਿਰਦੰਤ,Trans / ਨਪੁਂਸਕ,Abstract ਭਾਵ ਵਾਚਕ (Infinitive),Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਥੀਅਲੇ,Singular / ਇਕ,Past ਭੁਤ,Masculine / ਪੁਲਿੰਗ,,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਦਹੁ,,Time / ਸਮਾ ਵਾਚਕ,,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਕਦਿ,,Time / ਸਮਾ ਵਾਚਕ,,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਕਦੇ,,Time / ਸਮਾ ਵਾਚਕ,,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਕਦੇ ਮੂਲਿ ਨ,,Time / ਸਮਾ ਵਾਚਕ (Phrase form),,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਕੰਧ,Singular / ਇਕ,,Feminine / ਇਸਤਰੀ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਕੰਨਹੁ,,"To, Of, For, From",,,Postposition / ਸੰਬੰਧਕ,Predefined,,,,,,
ਕਨਿ,,"Towards, Near, Far",,,Postposition / ਸੰਬੰਧਕ,Predefined,,,,,,
ਕੰਨੀ,Plural / ਬਹੁ,Locative ਅਧਿਕਰਣ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਕੰਨੋ,,"To, Of, For, From",,,Postposition / ਸੰਬੰਧਕ,Predefined,,,,,,
ਕਪਟਹਿ,Singular / ਇਕ,Instrumental ਕਰਣ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਕਪਾਹਹੁ,Singular / ਇਕ,Ablative ਅਪਾਦਾਨ,Feminine / ਇਸਤਰੀ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਕਪਿ,Singular / ਇਕ,ਤਤਸਮ ਸ਼ਬਦ,Masculine / ਪੁਲਿੰਗ,ਸਿਹਾਰੀ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਕਫੁ,Singular / ਇਕ,,Feminine / ਇਸਤਰੀ,ੁ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਕਬ,,Time / ਸਮਾ ਵਾਚਕ,,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਕਬਹੀ ਨ,,Time / ਸਮਾ ਵਾਚਕ (Phrase form),,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਕਬਹੂ,,Time / ਸਮਾ ਵਾਚਕ,,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਕਬਹੂੰ ਨ,,Time / ਸਮਾ ਵਾਚਕ (Phrase form),,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਕਬਿ,Singular / ਇਕ,ਤਤਸਮ ਸ਼ਬਦ,Masculine / ਪੁਲਿੰਗ,ਸਿਹਾਰੀ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਕੰਬੀਰਹਿ,Singular / ਇਕ,Nominative ਕਰਤਾ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਕਬੀਰੁ,Singular / ਇਕ,Nominative ਕਰਤਾ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਕਬੀਰੈ,Singular / ਇਕ,Nominative ਕਰਤਾ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਕਬੂਲਿ,Singular / ਇਕ,Future ਭਵਿੱਖਤ (Imperative ਆਗਿਆ ਬੋਧਕ),Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਮਜਾਤਿ,Singular / ਇਕ,ਤਤਸਮ ਸ਼ਬਦ,Feminine / ਇਸਤਰੀ,ਸਿਹਾਰੀ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਕਮਾਇ,Singular / ਇਕ,Future ਭਵਿੱਖਤ (Imperative ਆਗਿਆ ਬੋਧਕ),Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਮਾਵਹਿਗੇ,Plural / ਬਹੁ,Future ਭਵਿੱਖਤ,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਮਾਵਦਿਆ,,Participle ਕਿਰਦੰਤ,Trans / ਨਪੁਂਸਕ,Imperfect Aspect ਅਪੂਰਨ ਕਾਰਜ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਮਾਵਦੇ,Plural / ਬਹੁ,Present ਵਰਤਮਾਨ (Participle form),Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਮਾਵਾ,Singular / ਇਕ,Future ਭਵਿੱਖਤ,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਮਾਵੈ,Singular / ਇਕ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਰਉ,Singular / ਇਕ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਰਉਗੀ,Singular / ਇਕ,Future ਭਵਿੱਖਤ,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਰਸਹ,Plural / ਬਹੁ,Future ਭਵਿੱਖਤ,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਰਹ,Plural / ਬਹੁ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਰਹਗੇ,Plural / ਬਹੁ,Future ਭਵਿੱਖਤ,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਕਰਹਲਾ,Plural / ਬਹੁ,Dative ਸੰਪ੍ਦਾਨ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਕਰਹਿ,Singular / ਇਕ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
