Word,Meanings
ਅਸਥਿਰੁ ਨਾਉ,['ਸਦਾ ਰਹਿਣ ਵਾਲਾ ਨਾਮ']
ਅਸਥਿਰੁ ਰਾਖਹੁ,['ਅਡੋਲ ਰੱਖ']
ਅਸਥਿਰੰ,['ਸਦਾ-ਥਿਰ ਰਹਿਣ ਵਾਲਾ']
ਅਸਥੂਲ,"['ਦ੍ਰਿਸ਼ਟਮਾਨ ਜਗਤ', 'ਦਿੱਸਦਾ ਸੰਸਾਰ', 'ਦ੍ਰਿਸ਼ਟਮਾਨ', 'ਬਹੁਤ ਮੋਟੇ ਪਦਾਰਥ']"
ਅਸਥੂਲਾ,['ਦ੍ਰਿਸ਼ਟਮਾਨ ਜਗਤ']
ਅਸਥੂਲੁ,"['ਦ੍ਰਿਸ਼ਟਮਾਨ ਜਗਤ', 'ਮੋਟਾ', 'ਇਹਨੀਂ ਅੱਖੀਂ ਦਿੱਸਦਾ ਸੰਸਾਰ']"
ਅਸਥੰਭਨਹ,['ਥੰਮ੍ਹ']
ਅਸਥੰਭੁ,"['ਥੰਮ੍ਹੀ', 'ਸਹਾਰਾ']"
ਅਸਥੰਭੰ,"['ਆਸਰਾ', 'ਥੰਮ੍ਹ', 'ਸਹਾਰਾ', 'ਥੰਮ']"
ਅਸਥੰਮਨੁ,"['ਥੰਮ੍ਹ', 'ਸਹਾਰਾ']"
ਅਸਨ,['ਭੋਜਨ']
ਅਸਨਾਈ,"['ਵਡਿਆਈ {‘ਸ੍ਨਾ’ ਅਰਬੀ ਲਫ਼ਜ਼ ਹੈ, ਅਰਥ ਹੈ ‘ਵਡਿਆਈ’}', 'ਨਾਈ']"
ਅਸਨਾਹਾ,"['ਪਿਆਰ', 'ਅਸਨੇਹ']"
ਅਸਨੇਹ,"['ਪਿਆਰ', 'ਮੋਹ']"
ਅਸਨੇਹਿ,"['ਪਿਆਰ ਨਾਲ {ਲਫ਼ਜ਼ ‘ਅਸਨੇਹਿ’ ਦਾ ਅਰਥ’ ‘ਪਿਆਰ’ ਗ਼ਲਤ ਹੈ}', 'ਪਿਆਰ ਨਾਲ', 'ਅਸਨੇਹ ਨਾਲ']"
ਅਸਨੇਹੀ,['ਪਿਆਰ ਕਰਨ ਵਾਲੇ']
ਅਸਨੇਹੁ,"['ਪਿਆਰ', 'ਮੋਹ', 'ਨੇਹੁ']"
ਅਸਪਤਿ,['ਸੂਰਜ ਦੇਵਤਾ']
ਅਸਮਝੁ ਮਨੁ,['ਅੰਞਾਣ ਮਨ']
ਅਸਮਾਨ,"['ਅੰਤਹਕਰਨ', 'ਅਕਾਸ਼ ਤਾਈਂ', 'ਦਸਮ ਦੁਆਰ', 'ਮਨ। ਮ੍ਯ੍ਯਿਾਨੇ-ਮਿਆਨੇ', 'ਅੰਦਰ', 'ਅਕਾਸ਼']"
ਅਸਮਾਨਿ,"['ਅਸਮਾਨ ਵਿਚ', 'ਆਕਾਸ਼ ਤਕ', 'ਅਸਮਾਨ ਤਕ']"
ਅਸਮਾਨੁ,['ਸ੍ਵਮਾਨ ਅਹੰਕਾਰ']
ਅਸਮੇਧ ਜਗੁ,['ਉਹ ਜੱਗ ਜਿਸ ਵਿਚ ਘੋੜੇ ਦੀ ਕੁਰਬਾਨੀ ਦਿੱਤੀ ਜਾਂਦੀ ਸੀ']
ਅਸਰਾਉ,"['ਸ੍ਵਰਾਜੁ', 'ਆਸਰਾ', 'ਆਪਣਾ ਹੁਕਮ', 'ਅਸਰਾਜੁ']"
ਅਸਰਾਲ,['ਡਰਾਉਣਾ']
ਅਸਰਾਲਾ,['ਭਿਆਨਕ']
ਅਸਰਾਲੁ,['ਭਿਆਨਕ']
ਅਸਰੂਪੁ,"['ਆਪਣਾ-ਸਰੂਪ', 'ਸ੍ਵਰੂਪੁ', 'ਸਰੂਪ', '{ਸ੍ਵਰੂਪ}\xa0ਸਰੂਪ']"
ਅਸਲਿ ਖਰ,['ਨਿਰੇ ਖੋਤੇ']
ਅਸਵਾਰੀ ਕੀਜੈ,['ਸਵਾਰ ਹੋ ਜਾਈਏ']
ਅਸਾਜ੍ਵੰ,"['ਨਾਹ ਸਾਜਣ-ਜੋਗ', 'ਨਾ ਮੁਮਕਿਨ']"
ਅਸਾਧ,"['ਜਿਸ ਦਾ ਇਲਾਜ ਨ ਹੋ ਸਕੇ', 'ਭੈੜਾ', 'ਕਾਬੂ ਨਾਹ ਆ ਸਕਣ ਵਾਲੇ', 'ਜੋ ਵੱਸ ਵਿਚ ਨਾ ਆ ਸਕਣ', 'ਜੋ ਸਾਧੇ ਨਾਹ ਜਾ ਸਕਣ', 'ਜਿਸ ਦਾ ਇਲਾਜ ਨਾਹ ਹੋ ਸਕੇ', 'ਲਾ-ਇਲਾਜ', 'ਅ-ਸਾਧ', 'ਕਾਬੂ ਵਿਚ ਨਾਹ ਆ ਸਕਣ ਵਾਲੇ']"
ਅਸਾਧ ਰੋਗੁ,['ਉਹ ਰੋਗ ਜਿਸ ਦਾ ਇਲਾਜ ਨਾਹ ਹੋ ਸਕੇ']
ਅਸਾਧੁ,['ਵੱਸ ਵਿਚ ਇਹ ਨਾਹ ਆ ਸਕਣ ਵਾਲਾ']
ਅਸਾਰ,"['ਗ਼ਾਫ਼ਲ ਹੋ ਕੇ', 'ਜਿਨ੍ਹਾਂ ਨੂੰ ਸਾਰ ਨਹੀਂ', 'ਬੇਸਮਝ', 'ਬੇ-ਸਮਝੀ ਵਿਚ', 'ਵਿਕਾਰਾਂ ਵਲੋਂ ਗ਼ਾਫ਼ਲ ਰਹਿ ਕੇ', 'ਬਿਨਾ ਰੁਕਣ ਦੇ', 'ਬੇ-ਪਰਵਾਹੀ ਵਿਚ', 'ਆਪ-ਮੁਹਾਰਾ']"
ਅਸਾਰਥ,['ਘਾਟੇ ਵਾਲੇ ਕੰਮ ਵਿਚ']
ਅਸਾਰੇ,['ਆਸ']
ਅਸਾਹ,['ਸਾਡੇ ਹੀ']
ਅਸਾੜਾ,['ਸਾਡਾ']
ਅਸਾੜੀ,['ਸਾਡੀ']
ਅਸਿ,['ਬਨਾਰਸ ਦੇ ਨਾਲ ਵਗਦੀ ਨਦੀ ਦਾ ਨਾਮ ਹੈ']
ਅਸੀ,['ਅਸੀਂ ਜੀਵ']
ਅਸੀਂ ਕੀਆ,['ਅਸਾਂ ਕੱਢੇ ਹਨ']
ਅਸੀਂ ਗਾਵੀਏ,"['{ਵਰਤਮਾਨ ਕਾਲ, ਉੱਤਮ ਪੁਰਖ, ਬਹੁ-ਵਚਨ}']"
ਅਸੀਸੜੀਆ,['ਸੋਹਣੀਆਂ ਅਸੀਸਾਂ']
ਅਸੁ,"['ਘੋੜੇ {ਸੰਸਕ੍ਰਿਤ ਲਫ਼ਜ਼ ‘ਅਸ੍ਵ’ ਹੈ, ਬਹੁ-ਵਚਨ ਵਿਚ ਭੀ ‘ਅਸੁ’ ਹੀ ਹੈ}', 'ਘੋੜੇ']"
ਅਸੁ ਪਵਨ,"['ਹਵਾ ਵਰਗੇ ਤੇਜ਼ ਘੋੜੇ {ਲਫ਼ਜ਼ ‘ਅਸੁ’ ਦਾ \xa0\xa0ੁ ਸੰਸਕ੍ਰਿਤ ਲਫ਼ਜ਼ ‘ਅਸ਼੍ਵ’ ਦੇ ‘ਵ’ ਦਾ ਰੂਪਾਂਤਰ ਹੈ; ਸੋ, ‘ਅਸੁ’ ਇਕ-ਵਚਨ ਭੀ ਹੈ ਤੇ ਬਹੁ-ਵਚਨ ਭੀ}']"
ਅਸੁਧ,['ਮੈਲੀ']
ਅਸੁਨਿ,"['ਅੱਸੂ ਵਿਚ', 'ਅੱਸੂ ਮਹੀਨੇ ਵਿਚ']"
ਅਸੁਮੇਧ,"['ਵੇਦਕ ਸਮੇ ਸੰਤਾਨ ਦੀ ਖ਼ਾਤਰ ਰਾਜੇ ਇਹ ਜੱਗ ਕਰਦੇ ਸਨ {ਫਿਰ ਉਹ ਰਾਜੇ ਭੀ ਕਰਨ ਲੱਗ ਪਏ ਜੋ ਆਂਢ-ਗੁਆਂਢ ਦੇ ਰਜਵਾੜਿਆਂ ਵਿਚ ਸਭ ਤੋਂ ਵੱਡਾ ਅਖਵਾਉਣਾ ਚਾਹੁੰਦੇ ਸਨ; ਇਕ ਘੋੜਾ ਸਜਾ ਕੇ ਕੁਝ ਸੂਰਬੀਰਾਂ ਦੀ ਨਿਗਰਾਨੀ ਵਿਚ ਇਕ ਸਾਲ ਲਈ ਛੱਡ ਦਿੱਤਾ ਜਾਂਦਾ ਸੀ; ਜਿਸ ਓਪਰੇ ਰਜਵਾੜੇ ਵਿਚੋਂ ਘੋੜਾ ਲੰਘੇ', 'ਉਹ ਰਾਜਾ ਜਾਂ ਲੜੇ ਜਾਂ ਈਨ ਮੰਨੇ; ਸਾਲ ਪਿੱਛੋਂ ਜਦੋਂ ਉਹ ਘੋੜਾ ਆਪਣੇ ਰਾਜ ਵਿਚ ਆਵੇ ਤਾਂ ਜੱਗ ਕੀਤਾ ਜਾਂਦਾ ਸੀ; ਅਜਿਹੇ 100 ਜੱਗ ਕੀਤਿਆਂ ਇੰਦਰ ਦੀ ਪਦਵੀ ਮਿਲਦੀ ਮੰਨੀ ਜਾਂਦੀ ਸੀ; ਤਾਹੀਏਂ ਇਹ ਖ਼ਿਆਲ ਬਣਿਆ ਹੋਇਆ ਹੈ ਕਿ ਇੰਦਰ ਇਹਨਾਂ ਜੱਗਾਂ ਦੇ ਰਾਹ ਵਿਚ ਰੋਕ ਪਾਇਆ ਕਰਦਾ ਸੀ}']"
ਅਸੁਰ,"['ਕਾਮਾਦਿਕ ਦੈਂਤਾਂ ਨੂੰ', 'ਕਾਮਾਦਿਕ ਵਿਕਾਰ', 'ਦੈਂਤ', 'ਨਿਰਦਈ ਬੰਦੇ', 'ਰਾਖ਼ਸ਼', 'ਕਾਮਾਦਿਕ', 'ਕਾਮਾਦਿਕ ਦੈਂਤ']"
ਅਸੁਰ ਨਦੀ,['ਵਿਕਾਰਾਂ ਦੀ ਨਦੀ']
ਅਸੁਰ ਸੰਘਾਰਣੁ,['ਦੈਂਤਾਂ ਦਾ ਨਾਸ ਕਰਨ ਵਾਲਾ']
ਅਸੁਰ ਸੰਘਾਰੁ,['ਸੰਘਾਰਨ ਜੋਗ ਅਸੁਰ']
ਅਸੁਰ ਸੰਘਾਰੇ,['ਦੈਂਤਾਂ ਦਾ ਨਾਸ ਕਰਨ ਵਾਲਾ']
ਅਸੁਲੂ,['ਮੁੱਢ']
ਅਸੋਚ,"['ਬੇ-ਪਰਵਾਹ', 'ਸੋਚ-ਰਹਿਤ']"
ਅਸੋਚਾ,['ਸੋਚਾਂ ਤੋਂ ਰਹਿਤ']
ਅਸ੍ਤ,['ਹੱਡੀਆਂ']
ਅਸ੍ਵ,['ਘੋੜੇ']
ਅਸੰਖ,"['ਬੇਅੰਤ', 'ਅ-ਸੰਖ', 'ਜਿਨ੍ਹਾਂ ਦੀ ਸੰਖਿਆ ਨ ਹੋ ਸਕੇ', 'ਅਨਗਿਣਤ', 'ਗਿਣਤੀ ਤੋਂ ਪਰੇ', 'ਅਣਗਿਣਤ {ਸੰਖਿਆ: ਗਿਣਤੀ}', 'ਅਣ-ਗਿਣਤ', 'ਅਣਗਣਿਤ', 'ਬੇਅੰਤ ਜੀਵ', 'ਅਣਗਿਣਤ', 'ਜਿਨ੍ਹਾਂ ਦੀ ਸੰਖਿਆ ਨਾਹ ਹੋ ਸਕੇ', 'ਅਣ-ਗਿਣਤ {ਸੰਖਿਆ: ਗਿਣਤੀ}']"
ਅਸੰਖ ਲੋਅ,['ਅਨੇਕਾਂ ਹੀ ਭਵਣ']
ਅਸੰਖਾ,['ਬੇਅੰਤ ਗੁਣਾਂ ਵਾਲਾ ਪ੍ਰਭੂ']
ਅਸੰਤ,['ਵਿਕਾਰੀ ਬੰਦੇ ਜਿਨ੍ਹਾਂ ਦੇ ਮਨ ਸ਼ਾਂਤ ਨਹੀਂ ਹਨ']
ਅਸੰਤੁ,"['ਮੰਦਾ ਮਨੁੱਖ', 'ਜੋ ਸੰਤ ਨਹੀਂ', 'ਵਿਕਾਰੀ ਮਨੁੱਖ', 'ਅ-ਸੰਤੁ']"
ਅਸੰੰਖ,"['ਜਿਨ੍ਹਾਂ ਦੀ ਸੰਖਿਆ ਨਹੀਂ ਹੋ ਸਕਦੀ', 'ਅਣ-ਗਿਣਤ']"
ਅਹਕਰਣੁ,['ਅਹੰਕਾਰ']
ਅਹਲੈ,['ਨਾਹ ਹਿੱਲਣ ਵਾਲਾ']
ਅਹਵਾਲ,['ਹਾਲ']
ਅਹਾ,['ਸੀ']
ਅਹਾਜੁ,"['ਨਾਹ ਹਜ਼ਮ ਹੋਣ ਵਾਲਾ', 'ਹਰਾਮ']"
ਅਹਾਰੁ,"['ਖਾਣਾ', 'ਖ਼ੁਰਾਕ']"
ਅਹਾਰੋ,['ਖ਼ੁਰਾਕ']
ਅਹਿ,"['ਇਹ', 'ਇਹੋ ਜਿਹੀ', 'ਦਿਨ', 'ਸੱਪ']"
ਅਹਿ ਕਰੁ,['ਇਸ ਹੱਥ']
ਅਹਿ ਤਨੁ,['ਇਹ ਸਰੀਰ']
ਅਹਿ ਨਿਸਿ,['ਦਿਨ ਰਾਤ']
ਅਹਿਨਿਸਿ,"['ਦਿਨ ਰਾਤ', 'ਹਰ ਵੇਲੇ']"
ਅਹਿਰਖ,"['ਹਿਰਖ', 'ਈਰਖਾ', 'ਗਿਲਾ']"
ਅਹਿਲਾ,"['ਬਹੁਤ ਕੀਮਤੀ', 'ਆਹਲਾ', 'ਵਧੀਆ', 'ਉੱਤਮ', 'ਕੀਮਤੀ', 'ਸ੍ਰੇਸ਼ਟ']"
ਅਹਿਲਾਦ,"['ਹੁਲਾਰਾ', 'ਖ਼ੁਸ਼ੀ']"
ਅਹੀ,"['ਚਾਹੀ ਹੈ', 'ਆਇਆ ਹਾਂ', 'ਮੰਗੀ ਹੈ', 'ਤਾਂਘ ਰੱਖੀ ਹੋਈ ਹੈ']"
ਅਹੀਐ,['ਤਾਂਘ ਕਰਨੀ ਚਾਹੀਦੀ ਹੈ']
ਅਹੀਰੁ,['ਗੁੱਜਰ']
ਅਹੁੰਬਧਿ,['ਹਉਮੈ ਵਾਲੀ ਬੁੱਧੀ']
ਅਹੇ,['ਹੋ ਜਾਂਦਾ ਹੈ']
ਅਹੇ ਅਨੰਤਾ,['ਹੇ ਬੇਅੰਤ !']
ਅਹੇਰਾ,"['ਜਿਸ ਨੂੰ ਫੜਨਾ ਸੀ ਉਹ', 'ਜਿਸ ਨੂੰ ਪਕੜਨਾ ਸੀ ਉਹ', 'ਸ਼ਿਕਾਰ']"
ਅਹੇਰੀ,"['ਸ਼ਿਕਾਰੀ', 'ਬੇਅੰਤ ਵਿਕਾਰ']"
ਅਹੈ,"['ਹੋ ਰਿਹਾ ਹੈ', 'ਹੈ']"
ਅਹੋ,['ਵਾਹ!']
ਅਹੋਈ,"['ਸ਼ਿਵ ਦੀ ਸਵਾਰੀ ਚਿੱਟਾ ਬਲਦ', 'ਦੁਰਗਾ ਦੀ ਸਵਾਰੀ ਸ਼ੇਰ; ਇਸੇ ਤਰ੍ਹਾਂ ਸੀਤਲਾ ਦੀ ਸਵਾਰੀ ਖੋਤਾ', 'ਕੱਤਕ ਦੇ ਮਹੀਨੇ ਸੀਤਲਾ ਦੇਵੀ ਦੀ ਪੂਜਾ ਤੇ ਵਰਤ। ਦੇਵੀ ਦੇਵਤਿਆਂ ਦੀ ਖ਼ਾਸ ਖ਼ਾਸ ਸਵਾਰੀ ਮੰਨੀ ਗਈ ਹੋਈ ਹੈ; ਜਿਵੇਂ ਗਣੇਸ਼ ਦੀ ਸਵਾਰੀ ਚੂਹਾ', 'ਬ੍ਰਹਮਾ ਦੀ ਸਵਾਰੀ ਹੰਸ']"
ਅਹੰ,"['ਹਉਮੈ', 'ਅਹੰਕਾਰ']"
ਅਹੰ ਅਹੰ,['ਹਉਮੈ ਹੀ ਹਉਮੈ']
ਅਹੰ ਅੰਧ,['ਹਉਮੈ ਵਿਚ ਅੰਨ੍ਹੇ ਹੋਏ ਰਹਿਣਾ']
ਅਹੰ ਬੰਧੰ,"['ਹਉਂ ਦਾ ਬੱਧਾ ਹੋਇਆ', 'ਅਹੰ ਦਾ ਬੱਧਾ']"
ਅਹੰ ਰੋਗ,['ਹਉਮੈ ਦਾ ਰੋਗ']
ਅਹੰਕਰਣੁ,['ਅਹੰਕਾਰ']
ਅਹੰਕਾਰ,['ਅਹੰਕਾਰਿ ਨਾਲ']
ਅਹੰਕਾਰਿ,"['ਅਹੰਕਾਰ ਨੇ', 'ਅਹੰਕਾਰ ਨਾਲ', 'ਅਹੰਕਾਰ ਵਿਚ']"
ਅਹੰਕਾਰਿ ਭਾਰਿ,['ਅਹੰਕਾਰ ਭਾਰ ਨਾਲ']
ਅਹੰਕਾਰੀ,"['ਅਹੰਕਾਰ ਦੇ ਅਸਰ ਹੇਠ', 'ਅਹੰਕਾਰਿ', 'ਹੇ ਅਹੰਕਾਰੀ!', 'ਅਹੰਕਾਰ ਵਿਚ']"
ਅਹੰਕਾਰੀ ਹੋਰੁ,['ਹੋਰ ਅਹੰਕਾਰੀ']
ਅਹੰਕਾਰੁ,['ਆਕੜ']
ਅਹੰਕਾਰੇ,"['ਅਹੰਕਾਰਿ', 'ਅਹੰਕਾਰ ਦੇ ਭਾਰ ਹੇਠ']"
ਅਹੰਬੁਧਿ,"['ਮੈਂ ਮੈਂ ਕਰਨ ਵਾਲੀ ਅਕਲ', 'ਹਉਮੈ ਵਾਲੀ ਅਕਲ', 'ਅਹੰਕਾਰ ਪੈਦਾ ਕਰਨ ਵਾਲੀ ਅਕਲ', 'ਹਉ ਹਉ ਕਰਨ ਵਾਲੀ ਬੁੱਧੀ', '{ਅਹੰ: ਮੈਂ; ਬੁਧਿ: ਅਕਲ} ‘ਮੈਂ', 'ਅਹੰਕਾਰ', 'ਹਉਮੈ ਵਾਲੀ ਬੁੱਧ ਦੇ ਕਾਰਨ', 'ਅਹੰਕਾਰ-ਭਰੀ ਮਤਿ', ""'ਮੈਂ ਮੈਂ' ਕਰਨ ਵਾਲੀ ਬੁੱਧੀ"", 'ਹਉਮੈ ਵਾਲੀ ਬੁਧਿ', 'ਹਉਮੇ', 'ਹਉਮੈ ਵਾਲੀ ਬੁੱਧੀ', '‘ਮੈਂ ਮੈਂ’ ਵਾਲੀ ਬੁਧਿ', 'ਹਉਮੈ ਦੇ ਆਸਰੇ', 'ਅਹੰਕਾਰ ਵਾਲੀ ਮੱਤਿ', 'ਅਹੰਕਾਰ ਵਾਲੀ ਮਤਿ', 'ਹਉਮੈ', '{ਅਹੰ: ਮੈਂ; ਬੁਧਿ: ਅਕਲ} ਮੈਂ ਮੈਂ ਆਖਣ ਵਾਲੀ ਅਕਲ', 'ਹਉਮੈ ਵਾਲੀ ਅਕਲ ਦੇ ਕਾਰਨ', '‘ਹਉ ਹਉ’ ਕਰਨ ਵਾਲੀ ਅਕਲ', '‘ਮੈਂ ਮੈਂ’ ਕਰਨ ਵਾਲੀ ਅਕਲ']"
ਅਹੰਬੁਧਿ ਵਿਕਾਰਾ,['ਮੈਂ ਵੱਡਾ ਬਣ ਜਾਵਾਂ: ਇਸ ਸਮਝ ਅਨੁਸਾਰ ਕੀਤੇ ਮਾੜੇ ਕੰਮ']
ਅਹੰਮਤੇ,['ਹਉਮੈ ਦੇ ਕਾਰਨ']
ਅਹੰਮਨੀ,['ਹਉਮੈ']
ਅਹੰਮੇਇ,"['ਅਹੰਮੇਵ ਵਿਚ {ਅਹੰਮੇਵ: ਅਹੰ ਏਵ, ਮੈਂ ਹੀ, ਮੈਂ ਹੀ} ਹਉਮੈ ਵਿਚ', 'ਅਹੰਕਾਰ ਵਿਚ']"
ਅਹੰਮੇਵ,"['{ਮੈਂ ਹੀ ਹਾਂ, ਇਹ ਖ਼ਿਆਲ ਕਿ ਮੈਂ ਹੀ ਵੱਡਾ ਹਾਂ} ਅਹੰਕਾਰ', '{Ahzਮੈਂ ਹੀ ਮੈਂ ਹੀ} ਹਉਮੈ', '{ਅਹੰ: ਮੈਂ; ਏਵ: ਹੀ} ‘ਮੈਂ ਮੈਂ’ ਦਾ ਖ਼ਿਆਲ ਅਹੰਕਾਰ', 'ਹਉਮੈ', 'ਅਹੰਕਾਰ']"
ਅੜੀਏ,['ਹੇ ਸਹੇਲੀਏ!']
ਅੜੈ,['ਖਹਿਬੜਦਾ ਹੈ']
ਅੰਕਸੁ,"['ਕੁੰਡਾ', 'ਲੋਹੇ ਦਾ ਉਹ ਕੁੰਡਾ ਜਿਸ ਨਾਲ ਹਾਥੀ ਨੂੰ ਚਲਾਂਦੇ ਹਨ', 'ਲੋਹੇ ਦੀ ਸੀਖ਼ ਜਿਸ ਨਾਲ ਹਾਥੀ ਨੂੰ ਮਹਾਵਤ ਤੋਰਦਾ ਹੈ', 'ਲੋਹੇ ਦੀ ਸੀਖ ਜੋ ਹਾਥੀ ਨੂੰ ਤੋਰਨ ਲਈ ਮਹਾਵਤ ਉਸ ਦੀ ਧੌਣ ਉਤੇ ਮਾਰਦਾ ਹੈ', 'ਕੁੰਡਾ ਜੋ ਹਾਥੀ ਨੂੰ ਚਲਾਣ ਲਈ ਵਰਤੀਦਾ ਹੈ', 'ਹਾਥੀ ਨੂੰ ਚਲਾਣ ਵਾਸਤੇ ਵਰਤੀਦਾ ਲੋਹੇ ਦਾ ਕੁੰਡਾ', 'ਮਹਾਵਤ ਦਾ ਕੁੰਡਾ', 'ਹਾਥੀ ਨੂੰ ਚਲਾਣ ਵਾਲਾ ਲੋਹੇ ਦਾ ਕੁੰਡਾ ਜੋ ਮਹਾਵਤ ਦੇ ਹੱਥ ਵਿਚ ਫੜਿਆ ਹੁੰਦਾ ਹੈ']"
ਅੰਕਿ,"['ਪ੍ਰਭੂ ਦੇ ਚਰਨਾਂ ਵਿਚ', 'ਪ੍ਰਭੂ ਦੇ ਅੰਕ ਵਿਚ', 'ਗਲਵੱਕੜੀ ਵਿਚ', 'ਸਰੀਰ ਵਿਚ', 'ਗੋਦ ਵਿਚ', 'ਹਿਰਦੇ ਵਿਚ', 'ਚਰਨਾਂ ਵਿਚ', 'ਸਰੂਪ ਵਿਚ', 'ਜੱਫੀ ਵਿਚ', 'ਛਾਤੀ ਨਾਲ', 'ਸਰੀਰ ਉਤੇ', 'ਅੰਕ ਨਾਲ', 'ਅੰਕ ਵਿਚ', 'ਅੰਗ ਨਾਲ']"
ਅੰਕੁ,"['ਅੰਗ', 'ਹਿਰਦਾ', 'ਆਪਾ']"
ਅੰਕੁਰਿ,"['ਅੰਕੁਰ ਦੇ ਕਾਰਨ', 'ਅੰਗੂਰ ਦੇ ਕਾਰਨ']"
ਅੰਕੁਰੁ,"['ਅੰਗੂਰ', 'ਨਵੇਂ ਉਗਦੇ ਬੂਟੇ ਦੀ ਕੋਮਲ ਕ੍ਰੂਮਲੀ']"
ਅੰਕੇ,"['ਹਿਰਦੇ ਵਿਚ', 'ਅੰਕ ਵਿਚ']"
ਅੰਗ,"['ਗਿਆਨ-ਇੰਦ੍ਰੇ ਆਦਿਕ', 'ਸਰੀਰ', 'ਹਿੱਸੇ']"
ਅੰਗ ਅੰਗੇ,"['ਹਰੇਕ ਅੰਗ ਵਿਚ', 'ਅੰਗਿ ਅੰਗਿ']"
ਅੰਗ ਸੰਗ ਉਰਝਾਇ,['ਪੰਖੜੀਆਂ ਨਾਲ ਉਲਝ ਕੇ']
ਅੰਗਦ ਸੁਮਤਿ,['ਅੰਗਦ ਦੀ ਦਿੱਤੀ ਸੁਮਤਿ ਨਾਲ']
ਅੰਗਦਿ,['ਅੰਗਦ ਨੇ']
ਅੰਗਮੁ,['ਜਿਸ ਤਕ ਪਹੁੰਚਿਆ ਨਾਹ ਜਾ ਸਕੇ']
ਅੰਗਰਉ,['ਗੁਰੂ ਅੰਗਦ ਦੇਵ']
ਅੰਗਰੈ,['ਇਕ ਪ੍ਰਸਿੱਧ ਰਿਸ਼ੀ ਹੋਇਆ ਹੈ {ਰਿਗਵੇਦ ਵਿਚ ਕਈ ਛੰਦ ਇਸ ਰਿਸ਼ੀ ਦੇ ਨਾਮ ਤੇ ਹਨ; ਬ੍ਰਹਮਾ ਦੇ ਮਨ ਤੋਂ ਪੈਦਾ ਹੋਏ ਦਸ ਪੁੱਤ੍ਰਾਂ ਵਿਚੋਂ ਇਕ ਇਹ ਭੀ ਸੀ}']
ਅੰਗਾ,"['ਨਾਲ', 'ਸਹਾਈ', 'ਸਰੀਰ ਦੇ ਅੰਗਾਂ ਨੂੰ', 'ਪੱਖ', 'ਅੰਗਾਂ ਨੂੰ', 'ਅੰਗ']"
ਅੰਗਾਰੁ,"['ਪਿਆਰ', 'ਹਮਦਰਦੀ', 'ਸੇਕ', 'ਨਿੱਘ']"
ਅੰਗਿ,"['ਸਰੀਰ ਨਾਲ', 'ਸਰੀਰ ਉਤੇ {ਲਫ਼ਜ਼ ‘ਅੰਗਿ’ ਅਤੇ ਛੇਵੀਂ ਤੁਕ ਦੇ ‘ਅੰਗੁ’ ਦਾ ਜੋੜ ਤੇ ਅਰਥ ਵਿਚਾਰਨ-ਜੋਗ ਹਨ}', 'ਸਰੀਰ ਉੱਤੇ', 'ਸਰੀਰ ਉਤੇ', 'ਅੰਗ ਨਾਲ']"
ਅੰਗਿਆਰ,['ਕੋਲੇ']
ਅੰਗੀ,"['ਹੇ ਅੰਗੀ!', 'ਹੇ ਅੰਗ-ਪਾਲ!']"
ਅੰਗੀਕਾਰੁ,"['ਮਦਦ', 'ਪੱਖ', 'ਸਹੈਤਾ', 'ਸਹਾਇਤਾ']"
ਅੰਗੀਕਾਰੁ ਕੀਆ,"['ਬਾਂਹ ਫੜੀ', 'ਪਰਵਾਨ ਕਰ ਲਿਆ ਹੈ', 'ਅੰਗ ਨਾਲ ਲਾਇਆ', 'ਚਰਨਾਂ ਵਿਚ ਜੋੜਿਆ', 'ਪੱਖ ਕੀਤਾ']"
ਅੰਗੀਕਾਰੁ ਕੀਓ,"['ਆਪਣੇ ਨਾਲ ਮਿਲਾਇਆ', 'ਆਪਣੇ ਚਰਨਾਂ ਵਿਚ ਜੋੜਿਆ']"
ਅੰਗੁ,"['ਪੱਖ', 'ਸਰੀਰ', 'ਮਦਦ', 'ਆਸਰਾ', 'ਜਿਸਮ']"
ਅੰਗੁ ਕਰਿ,['ਪੱਖ ਕਰ ਕੇ']
ਅੰਗੁ ਨ ਦੇਦੀ,['ਪਾਸ ਨਾ ਬੈਠਦੀ']
ਅੰਗੁਰੀਆ,['ਉਂਗਲੀ']
ਅੰਗੁਸਟ,['ਅੰਗੂਠਾ']
ਅੰਗੁਸਟ ਧਾਰ,['ਅੰਗੂਠੇ ਦੇ ਛੁਹਣ ਨਾਲ']
ਅੰਗੂਰੀ,"['ਨਰਮ ਪੱਤੀਆਂ', 'ਨਵੇਂ ਨਵੇਂ ਭੋਗ']"
ਅੰਙਣੇ,['ਵੇਹੜੇ ਵਿਚ']
ਅੰਙਨੜੇ,['ਵੇਹੜੇ ਵਿਚ']
ਅੰਙੁ,"['ਅੰਗ', 'ਪੱਖ', 'ਸਾਥ']"
ਅੰਙੈ,"['ਅੰ', 'ਅ:']"
ਅੰਚ,['ਸੇਕ']
ਅੰਚਰਿ,['ਪੱਲੇ ਨਾਲ']
ਅੰਚਲਾ,['ਪੱਲਾ']
ਅੰਚਲਿ,"['ਪੱਲੇ', 'ਲੜ ਨਾਲ', 'ਅੰਚਲ ਨਾਲ', 'ਪੱਲੇ ਨਾਲ']"
